Pays,Année,FDI Inflows % GDP,Political Stability,Regulatory Quality,kaopen
Malawi,2024,1.60106112476406,-0.235615640878677,-0.772310614585876,-1.2538762092590332
Mali,2015,1.7680955706499,-1.6827712059021,-0.633086144924164,-1.2538762092590332
Mali,2016,1.7680955706499,-1.6827712059021,-0.633086144924164,-1.2538762092590332
Mali,2017,2.129006916198,-1.61284875869751,-0.63912957906723,-1.2538762092590332
Mali,2018,3.0627942747803,-1.90349173545837,-0.616693496704102,-1.2538762092590332
Mali,2019,2.29426079238045,-2.0845730304718,-0.600795805454254,-1.2538762092590332
Mali,2020,4.19531107984596,-2.2143087387085,-0.623046398162842,-1.2538762092590332
Mali,2021,2.5936673302322,-2.1463520526886,-0.673809766769409,-1.2538762092590332
Mali,2022,2.78245724174957,-2.33293581008911,-0.634793400764465,-1.2538762092590332
Mali,2023,3.17422530916772,-2.56074357032776,-0.634121775627136,-1.2538762092590332
Mali,2024,2.83131972701562,-2.7291362285614,-0.679561257362366,-1.2538762092590332
Maroc,2015,2.94611108390154,-0.344394981861115,-0.0984931141138077,-1.2538762092590332
Maroc,2016,2.94611108390154,-0.344394981861115,-0.0984931141138077,-1.2538762092590332
Maroc,2017,1.93000540251056,-0.317617774009705,-0.155640959739685,-1.2538762092590332
Maroc,2018,2.26092196120537,-0.37808883190155,-0.158764094114304,-1.2538762092590332
Maroc,2019,2.78337936840164,-0.3484927713871,-0.259155303239822,-1.2538762092590332
Maroc,2020,1.33479789567415,-0.345805376768112,-0.154595121741295,-1.2538762092590332
Maroc,2021,1.16907334587558,-0.359523236751556,-0.0479148365557194,-1.2538762092590332
Maroc,2022,1.59422321445366,-0.40256267786026,-0.133877843618393,-1.2538762092590332
Maroc,2023,1.74814323662076,-0.362119138240814,-0.0868896543979645,-1.2538762092590332
Maroc,2024,0.725864122672683,-0.367761224508286,-0.0642079934477806,-1.2538762092590332
Maurice,2015,1.77973545308924,0.988632321357727,1.13669097423553,1.0219684839248655
Maurice,2016,1.77973545308924,0.988632321357727,1.13669097423553,1.0219684839248655
Maurice,2017,2.96891288123063,0.999218165874481,1.09485113620758,1.0219684839248655
Maurice,2018,3.45396863043017,0.962365567684174,1.05010139942169,1.0219684839248655
Maurice,2019,3.078791712383,0.859585344791412,1.04394924640656,1.0219684839248655
Maurice,2020,3.03223371830849,0.802008211612701,1.01627027988434,1.0219684839248655
Maurice,2021,1.94246862517576,0.87304550409317,1.1811306476593,1.0219684839248655
Maurice,2022,2.24180552669211,0.832595586776733,1.15921568870544,1.0219684839248655
Maurice,2023,4.21993412406582,0.830023586750031,1.16610610485077,1.0219684839248655
Maurice,2024,5.39963130399295,0.775418817996979,1.06447863578796,1.0219684839248655
Mauritanie,2015,8.13584950372229,-0.635684847831726,-0.912680149078369,-1.2538762092590332
Mauritanie,2016,8.13584950372229,-0.635684847831726,-0.912680149078369,-1.2538762092590332
