Année,Pays,Annual Real GDP Growth (%),Current Account Balance (mn),Exchange Rate,GDP Per Capita,Gross Domestic Product (mn),Inflation Rate (%),Integration_Regionale_Score
2019,Sénégal,"1,3421","-2662,353129","575,5859985","1465,033045","24530,51331","2,543146857","0,40411"
2020,Sénégal,"6,544","-3327,276074","554,5307007","1599,673498","27520,78286","2,180322781","0,40411"
2021,Sénégal,"3,8219","-5542,372487","623,7597046","1562,541237","27619,4789","9,696818991","0,40411"
2022,Sénégal,"4,3375","-6071,838779","606,5697632","1674,27191","30408,12642","5,939477988","0,40411"
2023,Sénégal,"6,9","-3985,2","606,3452759","1760,49393","32852,57722","0,804503299","0,40411"
2024,Sénégal,"8,8","-3076,0","582,2852173","1961,122104","37600,59409","1,3432","0,40411"
2015,Tanzanie,"6,867116196","-1217,739522","2177,08667","966,2979167","49774,00569","5,174766293","0,3124"
2016,Tanzanie,"6,77290597","-1477,529193","2228,856689","1003,785413","53274,90699","5,318716052","0,3124"
2017,Tanzanie,"6,950556969","-2308,82664","2263,781738","1001,730334","54774,61465","3,494458489","0,3124"
2018,Tanzanie,"6,9154","-1340,241664","2288,206787","1043,947627","58797,21827","3,46428058","0,3124"
2019,Tanzanie,"4,5349","-1458,54737","2294,14624","1092,599731","63371,87698","3,290290628","0,3124"
2020,Tanzanie,"4,8383","-2374,193508","2297,76416","1137,867473","67964,82417","3,690919588","0,3124"
2021,Tanzanie,"4,6651","-5482,216435","2303,004639","1205,863806","74172,68273","4,350272043","0,3124"
2022,Tanzanie,"5,0639","-2958,303206","2383,007324","1237,214993","78368,90927","3,799232914","0,3124"
2023,Tanzanie,"5,5729","-2379,8","2597,644531","1214,813796","79243,51876","3,056946763","0,3124"
2024,Tanzanie,"6,0","-2173,4","2543,117676","1317,622965","88511,32267","3,3171","0,3124"
2015,Tchad,"-6,431087726","-717,5064353","592,6055908","920,4734618","13403,61975","-0,792440525","0,30256"
2016,Tchad,"-3,143258167","-1019,368706","580,6567383","888,9428072","13349,04168","-1,53709963","0,30256"
2017,Tchad,"5,7411","-951,0528719","555,4464722","990,2616746","15326,99986","4,274621986","0,30256"
2018,Tchad,"5,3887","-1236,170796","585,9110107","935,3954365","14916,64065","-0,971939175","0,30256"
2019,Tchad,"-0,4089","-728,4655678","575,5859985","888,4574464","14593,67674","4,464144372","0,30256"
2020,Tchad,"0,294","45,56875831","554,5307007","893,212923","15924,44384","-0,77284437","0,30256"
2021,Tchad,"4,1102","833,1804061","623,7597046","879,2022399","16225,95516","5,788026878","0,30256"
2022,Tchad,"4,028","-102,8901574","606,5697632","911,1542","17602,6463","10,83635684","0,30256"
2023,Tchad,"1,515","-354,2156603","607,0821533","996,3112608","20224,24483","8,899507323","0,30256"
2024,Tchad,"1,7","-273,3453287","598,3195801","1045,531489","21960,03497","4,0252","0,30256"
2015,Togo,"5,1","-461,0246046","592,6055908","787,3211981","6031,667698","2,58390527","0,39946"
2016,Togo,"4,4","-96,64329547","580,6567383","814,3985932","6395,472153","-0,980289496","0,39946"
2017,Togo,"4,795183331","-184,8515864","555,4464722","883,8326185","7112,201081","0,928170504","0,39946"
2018,Togo,"4,922833214","-55,44357295","585,9110107","875,942632","7220,395115","0,685897591","0,39946"
2019,Togo,"2,162286574","-20,73772112","575,5859985","897,0336835","7573,65539","1,827540385","0,39946"
2020,Togo,"5,990876104","-217,3519587","554,5307007","963,8068837","8334,038123","4,558772926","0,39946"
2021,Togo,"5,759542515","-281,0956002","623,7597046","917,6186404","8126,430679","7,617125487","0,39946"
2022,Togo,"6,407922157","-225,5202028","606,5697632","1001,016479","9079,219464","5,302548091","0,39946"
2023,Togo,"5,3","-370,3306579","606,3477173","1055,582009","9806,356863","2,870214053","0,39946"
2024,Togo,"5,3","-428,7187996","583,8901367","1163,14931","11067,36568","2,3","0,39946"
2015,Tunisie,"1,229070796","-3783,414286","2,148033381","3924,302361","44360,08628","3,629399374","0,33754"
2016,Tunisie,"1,918681941","-4222,408217","2,419425011","3687,739339","42163,53909","5,308848396","0,33754"
2017,Tunisie,"2,715137792","-4607,847185","2,64686656","3690,942787","42686,5026","7,30759176","0,33754"
2018,Tunisie,"0,980664328","-3373,037345","2,934433222","3583,295339","41905,63925","6,720075329","0,33754"
2019,Tunisie,"-9,011948978","-2554,750409","2,812358379","3595,325205","42491,77519","5,634151159","0,33754"
2020,Tunisie,"4,736268965","-2770,055368","2,794466734","3906,939635","47073,23884","5,706350208","0,33754"
2021,Tunisie,"2,673248327","-3969,241926","3,103600025","3708,848094","44948,76881","8,306461245","0,33754"
2022,Tunisie,"0,039175602","-1110,5133","3,106166601","3950,375849","48196,28797","9,328995975","0,33754"
2023,Tunisie,"1,411669332","-876,9896426","3,11228323","4196,253106","51517,85677","7,206616572","0,33754"
2024,Tunisie,"1,657473339","-2040,369455","3,090749979","4583,072896","56594,41022","5,398324248","0,33754"
2015,Zambie,"3,757033233","-953,9616062","10,30749989","1250,305942","20965,13003","17,86973008","0,28707"
2016,Zambie,"3,396182044","-435,005245","9,517499924","1495,755178","25873,57307","6,577311542","0,28707"
2017,Zambie,"4,034811566","-342,3565908","10,45833302","1475,190348","26311,49504","7,494571927","0,28707"
2018,Zambie,"1,441305977","140,712285","12,89000034","1268,158226","23308,7482","9,150316443","0,28707"
2019,Zambie,"-2,785055046","2138,616084","18,34409332","958,250455","18137,76461","15,73306047","0,28707"
2020,Zambie,"6,234922048","2629,551251","20,01848602","1134,720794","22096,41801","22,02076762","0,28707"
2021,Zambie,"5,249622298","1093,013822","16,93759346","1457,41999","29174,63336","10,99320392","0,28707"
2022,Zambie,"5,32950099","-582,7154703","20,21201706","1340,688272","27577,95775","10,88453169","0,28707"
2023,Zambie,"3,979070867","306,3080632","26,16641808","1205,129086","25470,40323","14,98562627","0,28707"
2024,Zambie,"4,8501164","456,4281043","25,72104073","1418,087966","30782,43548","13,30328498","0,28707"
2015,Égypte,"4,346643456","-20493,9","10,02540112","2861,428343","270253,5259","13,81360621","0,422"
2016,Égypte,"4,181221","-7939,7","17,78253365","2023,331164","195135,2979","29,50660839","0,422"
2017,Égypte,"5,356935862","-7698,166088","17,76729012","2537,51215","249751,0859","14,40146578","0,422"
2018,Égypte,"5,6218","-10221,89526","16,7705822","3161,205727","317347,3608","9,152799593","0,422"
2019,Égypte,"3,5961","-14235,95691","15,75917339","3936,108544","402799,318","5,04493289","0,422"
2020,Égypte,"3,3259","-18610,82818","15,64452744","4163,042569","461918,7144","5,214049405","0,422"
2021,Égypte,"6,6263","-10536,55573","19,16044044","4072,781444","458669,5189","13,89566098","0,422"
2022,Égypte,"3,6665","-12564,26898","30,62641335","3418,398677","391528,8563","33,88477631","0,422"
2023,Égypte,"2,3486","-22119,2","45,29925919","3086,611972","359708,3576","28,27058993","0,422"
2024,Égypte,"4,3941","-13859,1","49,25740051","3130,06262","370492,9921","14,0899","0,422"
2015,Éthiopie,"7,958070903","-7905,485193","21,7315464","696,479204","72157,65605","6,628133372","0,28723"
2016,Éthiopie,"9,564189655","-5928,627607","23,86610413","721,7534905","76794,51798","10,68711503","0,28723"
2017,Éthiopie,"6,816166548","-4611,293723","27,42938614","734,3628342","80210,3473","13,83303566","0,28723"
2018,Éthiopie,"8,364302139","-5025,133763","29,06974983","825,8650418","92561,90256","15,80963217","0,28723"
2019,Éthiopie,"6,059295613","-2718,80379","34,92716599","840,4610146","96622,40961","20,35634686","0,28723"
2020,Éthiopie,"5,641528935","-4507,26834","43,73377991","812,6851035","99260,21103","26,83952216","0,28723"
2021,Éthiopie,"5,321766451","-5160,399281","51,75621414","948,7780142","118961,8548","33,88987971","0,28723"
2022,Éthiopie,"6,594621726","-4787,655499","54,60094833","1241,311336","159746,4562","30,21882781","0,28723"
2023,Éthiopie,"8,1","-5514,226211","76,41926575","1175,862343","155284,1071","23,78363204","0,28723"
2024,Éthiopie,"6,7","-4357,028086","134,6137848","799,0665444","108251,1837","13,878348","0,28723"
